,adviser,amdahl,apollo,basf,bti,burroughs,c.r.d,cambex,cdc,dec,dg,formation,four-phase,gould,harris,honeywell,hp,ibm,ipl,magnuson,microdata,nas,ncr,nixdorf,perkin-elmer,prime,siemens,sperry,sratus,wang,2,MMIN,4,5,6,CHMAX,8
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4453342090942124,0.25107383385349114,0.406469197468197,1.0,0.7999999999999999,1.0,0.7592569699389438
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11921465319138214,0.8744630830732544,1.0,0.4338609156373123,0.5999999999999999,0.6761234037828133,0.8258005148093821
2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11921465319138214,0.8744630830732544,1.0,0.4338609156373123,0.5999999999999999,0.6761234037828133,0.7821357152192814
3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11921465319138214,0.8744630830732544,1.0,0.4338609156373123,0.5999999999999999,0.6761234037828133,0.7286885982619524
4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11921465319138214,0.8744630830732544,0.6933949882146647,0.4338609156373123,0.5999999999999999,0.47809144373375745,0.6712113404111031
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948398495546815,0.8744630830732544,1.0,0.6135719910778963,0.5999999999999999,0.6761234037828133,0.8621379348003944
6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06747330282503616,1.0,1.0,0.6135719910778963,0.7999999999999999,0.6761234037828133,0.893257406934223
7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06747330282503616,1.0,1.0,0.6135719910778963,0.7999999999999999,0.6761234037828133,0.9555788043699882
8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06747330282503616,1.0,1.0,0.6135719910778963,0.7999999999999999,0.6761234037828133,0.9999999999999998
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06747330282503616,1.0,1.0,0.8677218312746247,0.9999999999999999,0.9561828874675149,0.9999999999999998
10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704965678114836,0.4978523322930176,0.2737053329013333,0.0,0.0,0.16903085094570333,0.4008161731165832
11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704965678114836,0.37661075078023687,0.2993865268445161,0.15339299776947407,0.0,0.2927700218845599,0.41195437047215927
12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28150206150385493,0.6233892492197631,0.4765925052354731,0.6183469424008422,0.0,0.33806170189140666,0.5928182884809559
13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24080534941331388,0.7489261661465089,0.6933949882146647,0.6183469424008422,0.0,0.33806170189140666,0.6808639180087965
14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6751596105480119,0.0,0.0,0.0,0.0,0.23904572186687872,0.11092437480817818
15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550245568547662,0.37661075078023687,0.6933949882146647,0.0,0.39999999999999997,0.6761234037828133,0.38295839698331585
16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5099948384931939,0.38080657134768614,0.2148887578532096,0.21693045781865616,0.39999999999999997,0.46291004988627577,0.25030117528459256
17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47536337906321624,0.37661075078023687,0.3669749674355865,0.0,0.5614709844115208,0.6761234037828133,0.33450339047928773
18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47536337906321624,0.4978523322930176,0.2148887578532096,0.0,0.4643856189774724,0.47809144373375745,0.35660522172531445
19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41680001924095056,0.7893400266507692,0.3669749674355865,0.9139442639718566,0.5999999999999999,0.9561828874675149,0.6505149978319904
20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47536337906321624,0.5712867211513107,0.4176630851858315,0.0,0.4643856189774724,0.6761234037828133,0.3494850021680093
21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47536337906321624,0.7027622516643471,0.4139620056878847,0.0,0.4643856189774724,0.5345224838248488,0.3701813447471219
22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47536337906321624,0.6487017424990368,0.4139620056878847,0.0,0.5169925001442311,0.9561828874675149,0.5035892923135616
23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41680001924095056,0.7027622516643471,0.4139620056878847,0.0,0.5169925001442311,0.9561828874675149,0.5513311709485738
24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6551569280011117,0.12553691692674562,0.406469197468197,0.0,0.0,0.4140393356054125,0.29178829281697455
25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6551569280011117,0.37661075078023687,0.2148887578532096,0.15339299776947407,0.0,0.20701966780270625,0.5303489201768059
26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6551569280011117,0.25107383385349114,0.406469197468197,0.0,0.0,0.2927700218845599,0.3701813447471219
27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6551569280011117,0.25107383385349114,0.2737053329013333,0.15339299776947407,0.0,0.20701966780270625,0.3266062568876718
28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6551569280011117,0.37661075078023687,0.3669749674355865,0.15339299776947407,0.0,0.2672612419124244,0.554169737394419
29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6551569280011117,0.25107383385349114,0.3669749674355865,0.15339299776947407,0.0,0.2927700218845599,0.3266062568876718
30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0860852398461397,0.546757348778692,0.2527186401789217,0.8778315529155452,0.7169925001442312,0.5855400437691198,0.829799656218372
31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0860852398461397,0.546757348778692,0.2527186401789217,0.8778315529155452,0.7169925001442312,0.5855400437691198,0.8938482841449371
32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24080534941331388,0.6722942657054377,0.5522522698868972,0.4200840252084029,0.7169925001442312,0.5855400437691198,0.36349936396813115
33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24080534941331388,0.6722942657054377,0.5522522698868972,0.4200840252084029,0.7169925001442312,0.5855400437691198,0.5105946495349689
34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2661018911862151,0.797831182632183,0.8005961308046639,0.4200840252084029,0.7169925001442312,0.5855400437691198,0.6235773074405633
35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2959079587530392,0.797831182632183,0.8005961308046639,0.4200840252084029,0.7169925001442312,0.5855400437691198,0.7699560422895588
36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24080534941331388,0.3723154153662721,0.2148887578532096,0.21693045781865616,0.0,0.23904572186687872,0.26143937264016875
37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24080534941331388,0.4978523322930176,0.32328999934280545,0.21693045781865616,0.0,0.2672612419124244,0.34212337375765617
38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24080534941331388,0.6233892492197631,0.4765925052354731,0.21693045781865616,0.0,0.2672612419124244,0.5365535491677158
39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24080534941331388,0.4978523322930176,0.32328999934280545,0.21693045781865616,0.31699250014423125,0.2672612419124244,0.3184110487935871
40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24080534941331388,0.4978523322930176,0.4765925052354731,0.21693045781865616,0.31699250014423125,0.2672612419124244,0.38907562519182176
41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24080534941331388,0.6233892492197631,0.6933949882146647,0.21693045781865616,0.31699250014423125,0.2672612419124244,0.41195437047215927
42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24080534941331388,0.6233892492197631,0.6933949882146647,0.21693045781865616,0.31699250014423125,0.2927700218845599,0.46892604662557774
43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24080534941331388,0.6233892492197631,0.6933949882146647,0.21693045781865616,0.31699250014423125,0.2927700218845599,0.49999999999999983
44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4591813727980977,0.4978523322930176,0.5942256553317204,0.2300894966542111,0.31699250014423125,0.4140393356054125,0.5395906230238123
45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4591813727980977,0.4978523322930176,0.4765925052354731,0.2300894966542111,0.31699250014423125,0.4140393356054125,0.5395906230238123
46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8624586672509994,0.37661075078023687,0.08559779669963104,0.21693045781865616,0.0,0.11952286093343936,0.23856062735983113
47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8624586672509994,0.4978523322930176,0.3669749674355865,0.0,0.0,0.11952286093343936,0.26143937264016875
48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6551569280011117,0.37661075078023687,0.4765925052354731,0.15339299776947407,0.0,0.2672612419124244,0.41195437047215927
49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550245568547662,0.37661075078023687,0.4765925052354731,0.21693045781865616,0.0,0.33806170189140666,0.507120219557305
50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8298797201151858,0.3245082227117845,0.4765925052354731,0.0,0.0,0.11952286093343936,0.3010299956639812
51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8298797201151858,0.25107383385349114,0.2148887578532096,0.0,0.0,0.11952286093343936,0.3010299956639812
52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47063075086711337,0.4978523322930176,0.6933949882146647,0.30678599553894814,0.0,0.20701966780270625,0.6808639180087965
53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550245568547662,0.4978523322930176,0.4765925052354731,0.0,0.0,0.16903085094570333,0.38907562519182176
54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41680001924095056,0.4978523322930176,0.32328999934280545,0.30678599553894814,0.0,0.16903085094570333,0.3184110487935871
55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41680001924095056,0.4978523322930176,0.5942256553317204,0.30678599553894814,0.0,0.16903085094570333,0.49999999999999983
56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5715201288081245,0.4978523322930176,0.4765925052354731,0.30678599553894814,0.0,0.16903085094570333,0.5365535491677158
57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8596857876820102,0.25107383385349114,0.4765925052354731,0.0,0.0,0.23904572186687872,0.15051499783199057
58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8596857876820102,0.25107383385349114,0.4765925052354731,0.0,0.0,0.23904572186687872,0.1839883926472971
59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8596857876820102,0.25107383385349114,0.4765925052354731,0.0,0.0,0.23904572186687872,0.26143937264016875
60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8596857876820102,0.25107383385349114,0.4765925052354731,0.0,0.0,0.23904572186687872,0.21298436613614052
61,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8596857876820102,0.25107383385349114,0.4765925052354731,0.0,0.0,0.23904572186687872,0.2821357152192813
62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4453342090942124,0.37661075078023687,0.13823750490687575,0.0,0.5999999999999999,0.5345224838248488,0.38907562519182176
63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33131081161757925,0.6233892492197631,0.4765925052354731,0.6135719910778963,0.0,0.7367883976130072,0.690105620855803
64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33131081161757925,0.6233892492197631,0.6933949882146647,0.6135719910778963,0.0,0.7367883976130072,0.690105620855803
65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33131081161757925,0.6233892492197631,0.6933949882146647,0.8677218312746247,0.0,0.7367883976130072,0.817574256848804
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3720075237081205,0.25107383385349114,0.13823750490687575,0.0,0.31699250014423125,0.37796447300922725,0.22614883549731518
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40641610350420476,0.25107383385349114,0.2148887578532096,0.0,0.31699250014423125,0.37796447300922725,0.3184110487935871
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40641610350420476,0.4978523322930176,0.32328999934280545,0.0,0.31699250014423125,0.5855400437691198,0.36349936396813115
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40641610350420476,0.6233892492197631,0.32328999934280545,0.21693045781865616,0.31699250014423125,0.5209880722517277,0.36349936396813115
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33131081161757925,0.6233892492197631,0.4765925052354731,0.21693045781865616,0.31699250014423125,0.5855400437691198,0.507120219557305
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33131081161757925,0.6968236380780563,0.4765925052354731,0.21693045781865616,0.31699250014423125,0.828078671210825,0.5140143618001216
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5204395009808379,0.25107383385349114,0.2148887578532096,0.0,0.31699250014423125,0.5855400437691198,0.2821357152192813
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6407510307519274,0.45004513963853,0.2737053329013333,0.0,0.5169925001442311,0.5855400437691198,0.38907562519182176
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6407510307519274,0.45004513963853,0.2737053329013333,0.1878672873255448,0.5169925001442311,0.5855400437691198,0.43265071305127184
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6407510307519274,0.45004513963853,0.5942256553317204,0.1878672873255448,0.5169925001442311,0.5855400437691198,0.4604093769761875
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6407510307519274,0.45004513963853,0.34574063154434126,0.0,0.0,0.5855400437691198,0.4375306316958499
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6407510307519274,0.3245082227117845,0.5942256553317204,0.1878672873255448,0.0,0.5855400437691198,0.4730623096085727
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6407510307519274,0.19897130578503874,0.11535689131119876,0.1878672873255448,0.5169925001442311,0.5855400437691198,0.38907562519182176
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5267276332752945,0.45004513963853,0.5942256553317204,0.1878672873255448,0.0,0.6654751256486923,0.5730640178391189
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6620255910123899,0.4978523322930176,0.2737053329013333,0.0,0.19999999999999998,0.23904572186687872,0.21298436613614052
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6407510307519274,0.4978523322930176,0.32328999934280545,0.21693045781865616,0.31699250014423125,0.9561828874675149,0.4008161731165832
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6407510307519274,0.4978523322930176,0.6933949882146647,0.21693045781865616,0.19999999999999998,1.0,0.4008161731165832
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6620255910123899,0.4978523322930176,0.2148887578532096,0.0,0.0,0.16903085094570333,0.21298436613614052
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6620255910123899,0.4978523322930176,0.32328999934280545,0.0,0.31699250014423125,0.2927700218845599,0.2821357152192813
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47063075086711337,0.6233892492197631,0.32328999934280545,0.0,0.31699250014423125,0.2927700218845599,0.34212337375765617
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47063075086711337,0.6233892492197631,0.32328999934280545,0.0,0.39999999999999997,0.33806170189140666,0.41195437047215927
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47063075086711337,0.6233892492197631,0.32328999934280545,0.21693045781865616,0.0,0.5345224838248488,0.38295839698331585
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47063075086711337,0.6233892492197631,1.0,0.4338609156373123,0.0,0.5345224838248488,0.6744767739905819
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47063075086711337,0.6233892492197631,0.4765925052354731,0.4338609156373123,0.0,0.8783100656536799,0.5206963425791125
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47063075086711337,0.6233892492197631,1.0,0.4338609156373123,0.0,0.8783100656536799,0.6855339311358681
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47063075086711337,0.6233892492197631,1.0,0.4338609156373123,0.0,0.8783100656536799,0.7491552768948002
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47063075086711337,0.6233892492197631,0.32328999934280545,0.21693045781865616,0.0,0.5345224838248488,0.2821357152192813
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.27005268343483924,0.7489261661465089,0.6933949882146647,0.07669649888473704,0.5169925001442311,0.4140393356054125,0.6712113404111031
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.27005268343483924,0.7489261661465089,0.8597533844654478,0.6135719910778963,0.7169925001442312,0.47809144373375745,0.7982985478132301
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0948398495546815,1.0,1.0,0.6135719910778963,0.7999999999999999,0.5855400437691198,0.9446508512531551
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0948398495546815,1.0,1.0,0.6135719910778963,0.5999999999999999,0.5855400437691198,0.9446508512531551
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0948398495546815,0.8744630830732544,1.0,0.0,0.5999999999999999,0.5855400437691198,0.8321642593404024
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0948398495546815,0.8744630830732544,0.6933949882146647,0.0,0.5999999999999999,0.47809144373375745,0.7445102390096849
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7456623902053773,0.07343438885829323,0.08559779669963104,0.0,0.0,0.11952286093343936,0.0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5535689143260801,0.4978523322930176,0.2148887578532096,0.0,0.0,0.2672612419124244,0.3010299956639812
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.42672227207310864,0.37661075078023687,0.406469197468197,0.30678599553894814,0.0,0.2927700218845599,0.4375306316958499
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.930769098056197,0.37661075078023687,0.17982710396957152,0.0,0.0,0.11952286093343936,0.03347339481530659
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.930769098056197,0.45004513963853,0.2148887578532096,0.0,0.0,0.11952286093343936,0.1678960509615965
